subject,run,epoch,event,Fc5._alpha,Fc5._beta,Fc5._std,Fc3._alpha,Fc3._beta,Fc3._std,Fc1._alpha,Fc1._beta,Fc1._std,Fcz._alpha,Fcz._beta,Fcz._std,Fc2._alpha,Fc2._beta,Fc2._std,Fc4._alpha,Fc4._beta,Fc4._std,Fc6._alpha,Fc6._beta,Fc6._std,C5.._alpha,C5.._beta,C5.._std,C3.._alpha,C3.._beta,C3.._std,C1.._alpha,C1.._beta,C1.._std
S005,7,10,1,4.277927969934379e-11,1.395247251483104e-11,6.85641937890829e-05,1.1416812928460438e-11,2.6558380828094253e-12,2.958173140128319e-05,1.085961798446833e-11,1.8010735872220735e-12,4.482322690318991e-05,1.1460414486997997e-11,2.375636797911696e-12,4.177909924592808e-05,9.557366166052936e-12,3.2998473132216206e-12,3.536370331450788e-05,7.3350425376841e-12,4.4092307054647576e-12,3.966956884814973e-05,8.798083603334275e-12,6.289395765459897e-12,4.041195005493731e-05,1.301271658884776e-11,3.422567683643748e-12,3.689317834030057e-05,1.1375629108294827e-11,2.2060781694647242e-12,4.252307030354803e-05,1.2205868923518873e-11,2.005794780281473e-12,3.812913455957539e-05
S005,7,11,3,2.2545767524249386e-11,1.0820853019673464e-11,6.941685865078512e-05,9.696951834222253e-12,4.237949850954665e-12,2.9792658295793075e-05,8.904462687813249e-12,4.168445276652385e-12,4.53037678530497e-05,7.07789907065923e-12,2.9402594002089304e-12,4.112014370477628e-05,7.750725200073255e-12,3.1256268071703352e-12,3.341859274140358e-05,7.029702317772261e-12,3.230519137736885e-12,3.930304690511734e-05,1.5588649611155575e-11,2.0110122921989017e-12,4.367812599043147e-05,7.0644751494669696e-12,5.5716120245470474e-12,3.7394165051973026e-05,7.686736090198531e-12,3.6190172260392103e-12,4.1703773967742195e-05,6.3064905335487045e-12,2.7826037641864448e-12,3.787425812832604e-05
S005,7,12,1,9.092433174806029e-12,7.518648225912365e-12,9.011626090780234e-05,4.1069890985060435e-12,2.8373948646365638e-12,6.600956272608612e-05,5.091492352635927e-12,2.453484967747863e-12,7.019282689883494e-05,4.668100577539782e-12,1.9972591697949032e-12,6.226287153766644e-05,6.230903661769649e-12,1.8749942333006612e-12,5.5121932314588876e-05,5.823678380296772e-12,3.0886475889906473e-12,5.263853184495152e-05,7.669275972596094e-12,3.114402816492605e-12,4.784531668476329e-05,4.576923099671502e-12,4.6304419610699175e-12,6.490268632476684e-05,3.6161899502526267e-12,2.5370032978526655e-12,6.369914489195613e-05,3.6336221232729814e-12,2.0808248857178426e-12,5.793780056734446e-05
S005,7,13,3,3.5923084781347944e-11,7.842670726817796e-12,7.620004661140391e-05,2.0462444091910603e-12,1.7829986443865579e-12,2.740606289954979e-05,1.7218384942100437e-12,1.8952404421611847e-12,4.4719226748477494e-05,9.91717361609027e-13,2.4645792610893497e-12,4.160134805058341e-05,1.9846092617697533e-12,3.5802749196137654e-12,3.34723389211243e-05,7.084601676651618e-12,7.621990098543398e-12,4.125169419371955e-05,9.630184412664565e-12,8.704466575063382e-12,4.242325783562769e-05,5.227280563404964e-12,2.64135628663027e-12,3.842598296677218e-05,1.1448288196364274e-12,1.5684371249667372e-12,4.1534973061840236e-05,1.2127130771162373e-12,1.8726895821452713e-12,3.791878863947747e-05
S005,7,14,1,2.4293392966078365e-11,9.172096501409657e-12,6.456891321765861e-05,1.2013813392395664e-11,2.902501164999636e-12,3.255387201435652e-05,1.7325312548212918e-11,2.0946532310452423e-12,4.718864378235131e-05,2.0915917620649785e-11,2.329723618126764e-12,4.3403280530662215e-05,1.5317259640273304e-11,2.4598381261496077e-12,3.642116975272448e-05,1.5875663982764427e-11,3.1800833099599055e-12,4.320419807092543e-05,1.1030661823949354e-11,4.750749343185825e-12,4.14856990691859e-05,4.327405557719655e-12,3.138559426532288e-12,3.892495527706602e-05,1.3399876186097974e-11,2.2341483028696818e-12,4.4113272861772866e-05,1.604985406777441e-11,2.287980162756247e-12,4.023691472982109e-05
S005,7,15,2,3.601833994069886e-11,5.514614514001288e-12,6.629880632698562e-05,2.799859102804163e-11,3.1649496909604527e-12,3.783486262181368e-05,2.7934852913796462e-11,3.2423843710032954e-12,5.111351594359887e-05,2.6729940217156933e-11,3.4346795726239586e-12,4.775081214756997e-05,2.1516148177044416e-11,3.0808005200935284e-12,4.019708919988892e-05,2.4078958215779842e-11,4.188549325013625e-12,4.156777375360616e-05,1.0964897471140901e-11,4.689222170782313e-12,4.3394381770582634e-05,2.0877042115917907e-11,3.5787373319845958e-12,4.473656442359722e-05,2.7287181776736135e-11,2.6318935688813422e-12,4.6699485400856473e-05,2.971732353667503e-11,2.649754080127307e-12,4.3160615093817155e-05
S005,7,16,1,1.7952547320625122e-11,8.560482078383743e-12,6.129712889755088e-05,7.87078174836017e-12,2.3645616746815616e-12,2.980450011025739e-05,6.86631731544531e-12,2.286551790427222e-12,4.509705246112948e-05,6.75881707277189e-12,1.748425323319084e-12,4.149149131420316e-05,8.373553812074737e-12,3.013680328560416e-12,3.46295631779876e-05,6.930460849366211e-12,4.0392304847703325e-12,4.1237940011036903e-05,9.96563634862404e-12,3.4746105609170172e-12,3.878679724308467e-05,5.002111489186678e-12,4.087469002094291e-12,3.679448497099295e-05,8.991007817744778e-12,2.444115536173017e-12,4.217686288859589e-05,8.861284031921718e-12,2.6562393324007163e-12,3.854747366625724e-05
S005,7,17,3,2.3357114108340296e-11,7.985474383476125e-12,6.464563933768205e-05,6.621858162805047e-12,1.9754123497227904e-12,2.5626625322654997e-05,5.603068591464174e-12,1.6418351355723865e-12,4.280731210735683e-05,4.244151219230069e-12,1.7238354598634277e-12,3.9461366239290475e-05,2.712760151887578e-12,2.681760462437064e-12,3.1105734769834286e-05,1.2220535493933598e-11,3.6914078611691e-12,3.9908657267246723e-05,5.454722160218269e-12,4.68650546929857e-12,4.017050475119428e-05,5.419621006219354e-12,2.3278270082111058e-12,3.4208927143726154e-05,4.39906314871708e-12,1.401243830928466e-12,4.0104336173447004e-05,4.4387908243444016e-12,1.6915399071830341e-12,3.631347346805142e-05
S005,7,18,1,2.423569879888561e-11,1.073604018475088e-11,7.447354461776556e-05,4.462778733618358e-12,3.029239052363432e-12,3.014529696593018e-05,7.0086834894448405e-12,2.2677217622253705e-12,4.536407095306002e-05,9.347640521177633e-12,2.1413810006467366e-12,4.129927232889469e-05,8.092868438251694e-12,1.645472416813962e-12,3.2771968829701884e-05,1.311247364322475e-11,1.3242793716016209e-12,4.011615688504461e-05,5.097280562468028e-12,3.095868746723169e-12,4.03975397681649e-05,9.039635842929147e-12,5.32400969954176e-12,3.772177987958415e-05,4.963090870435861e-12,2.599485233883591e-12,4.2356389848842924e-05,6.126297521781618e-12,2.33529345854214e-12,3.812136842001067e-05
S005,7,19,2,3.1565552368046e-11,7.1523093134345815e-12,6.241640358010897e-05,8.623257603798833e-12,1.6545569121791872e-12,2.6603176887112382e-05,7.96443216867284e-12,1.591928841123222e-12,4.318271828981953e-05,8.371031095202525e-12,1.9744043153046094e-12,3.9682102121152847e-05,1.1001151581988522e-11,2.762136415983669e-12,3.201139634608046e-05,9.468281334705371e-12,2.9930613241832602e-12,3.87521268040708e-05,9.667315696174616e-12,6.2783290833245145e-12,4.04024693155048e-05,8.48372483175029e-12,1.919897376699335e-12,3.6166544270994145e-05,7.895217660150169e-12,1.2926232931411596e-12,4.089247183496209e-05,7.405418623098261e-12,1.8595136190415875e-12,3.694483374286379e-05
S005,7,20,1,1.8560471445979464e-11,9.9012141790284e-12,6.740553996278435e-05,1.1904386744442889e-11,1.5279631064224844e-12,2.8958733119922055e-05,1.5869687311508454e-11,1.5800899780826672e-12,4.481571257357573e-05,1.8488120424409276e-11,1.882417870272695e-12,4.108915536583007e-05,1.700372231309587e-11,2.316434258487421e-12,3.275508457999647e-05,1.5740103267581386e-11,2.435590305088959e-12,4.323257230470156e-05,7.399786328904191e-12,3.912501075936714e-12,3.827354818714547e-05,1.2203831892851369e-11,3.091019351801172e-12,3.86346662413938e-05,1.3269025092903276e-11,1.6061133747817677e-12,4.241290984862078e-05,1.1528462438996568e-11,1.8488958556832175e-12,3.87197907162164e-05
S005,7,21,3,5.994144372937215e-11,1.4919598686188914e-11,7.110822576298084e-05,1.5570291433788597e-11,7.257708516095151e-12,3.3580795126697245e-05,1.3970974073040198e-11,6.090973601812609e-12,4.710625203715691e-05,8.102565610137805e-12,4.463570144506102e-12,4.2943127596414756e-05,8.848733049668935e-12,3.6852678447655785e-12,3.420431963937603e-05,8.479631602614411e-12,5.39471637324295e-12,3.9675579022037974e-05,3.196045378944175e-12,2.9916508888868004e-12,3.969296154634863e-05,1.8959623150191646e-11,7.736753948654543e-12,4.095630608304052e-05,1.4213755905236498e-11,5.749632454998699e-12,4.413006614694073e-05,1.0851785139281783e-11,4.898432624395052e-12,3.914612490798515e-05
S005,7,22,1,3.453998304836808e-11,9.6258417667476e-12,6.94964600567793e-05,1.472344430593929e-11,2.4495079584709795e-12,3.620630091260644e-05,1.8138647966861875e-11,2.442418027122552e-12,4.978582266382544e-05,2.0912874154746632e-11,2.5030973127809803e-12,4.5383488710589245e-05,1.5718291335614608e-11,2.3697222717459545e-12,3.7189000632365524e-05,1.9344967867581302e-11,2.5000779023611644e-12,4.3192322150733914e-05,1.726280848478309e-11,4.569660981922133e-12,4.2335860613605845e-05,1.884356108608124e-11,3.8462791959569964e-12,4.1711293538056676e-05,1.6950737197768256e-11,2.3938060741706864e-12,4.570114481154939e-05,2.301964122275091e-11,2.4118756659773598e-12,4.232371902822024e-05
S005,7,23,2,1.4479918671696458e-11,9.1262423285324e-12,5.888898734750766e-05,2.6360113030992387e-12,1.7537768212701305e-12,2.812267400927125e-05,2.1910567029461615e-12,2.216501384765229e-12,4.3334263423618065e-05,2.846637560179545e-12,2.115572310463646e-12,3.878730116432037e-05,3.798549433520545e-12,2.7345191615223128e-12,3.0410870300018987e-05,7.384165215651152e-12,3.2943226221665622e-12,4.13999858927666e-05,5.365470432613978e-12,1.811150759193289e-12,3.842563291671113e-05,2.7309126390250105e-12,2.3061143154095208e-12,3.914684682707113e-05,2.1939639206392754e-12,2.032088742565404e-12,4.113289939101794e-05,3.4063636500978474e-12,2.2224740097502245e-12,3.636924210023555e-05
S005,7,24,1,3.08497040922948e-11,1.0611329708329285e-11,6.495898732475906e-05,1.3900804185404606e-11,4.913310350440567e-12,3.0049703426202997e-05,1.4490520250020859e-11,5.178893131915975e-12,4.584096641987186e-05,1.703291311546202e-11,5.1866023155633574e-12,4.19056828715015e-05,1.1609682027936857e-11,5.541748257671901e-12,3.268593486533294e-05,1.1663500196227923e-11,5.964041078667985e-12,4.0062752476877124e-05,8.634939477593375e-12,4.234160770868255e-12,3.988022312992367e-05,1.2913123900055333e-11,3.030098283311101e-12,3.82755830010938e-05,1.484270894036724e-11,3.4042602810036236e-12,4.3460475813649095e-05,1.674576287267811e-11,4.423894707274132e-12,3.837066251159334e-05
S005,7,25,2,2.1651836045978974e-11,1.4676216445301013e-11,6.334058414530145e-05,4.255676816427017e-12,2.5122770087643455e-12,2.8318325907873706e-05,5.693274792706571e-12,2.0856874085086386e-12,4.4643346717830396e-05,7.3978164832507e-12,1.8775448249092412e-12,4.275644382786561e-05,1.319431675632431e-11,2.1967063916596334e-12,3.481835736125542e-05,1.5947604180942735e-11,3.212783241883428e-12,3.830974310240208e-05,9.526622682544063e-12,4.263126706217241e-12,3.855810747559648e-05,8.496393754589476e-12,3.2752045489227267e-12,3.7842395457407734e-05,4.390603535223977e-12,1.990277084278458e-12,4.274863567005717e-05,5.914389432093082e-12,1.5972562721099671e-12,3.9047480068154785e-05
S005,7,26,1,1.2518434306156615e-11,5.118099851416423e-12,6.805271514285705e-05,6.898627037669866e-12,2.631860299599194e-12,2.7529545485747443e-05,7.069971909960186e-12,2.5215121100827466e-12,4.419139374429005e-05,9.037560504961923e-12,2.3790763528139355e-12,4.045315584428317e-05,8.519403676219477e-12,3.45965969430737e-12,3.340317340721419e-05,4.444292071035633e-12,3.5451590708325373e-12,4.093251273843225e-05,6.224472853375442e-12,4.471281204045277e-12,4.075221353696962e-05,3.2809476948296268e-12,2.8827549500473493e-12,3.5365316105111356e-05,4.730738888000194e-12,2.2153846988863585e-12,4.105915835849378e-05,6.836121704266078e-12,2.3180836364163767e-12,3.7086499814268183e-05
S005,7,27,3,1.676219939587969e-11,8.619730211150148e-12,6.461329073873212e-05,3.3049430750046287e-12,2.16037685318552e-12,2.5762250656233876e-05,4.062672199473612e-12,1.6880291867184153e-12,4.271567414492142e-05,6.5268449209249966e-12,1.8332541912589394e-12,3.88734293056717e-05,5.927718570728648e-12,1.9012638673247867e-12,3.109683504965253e-05,9.392058938027732e-12,2.885746209373742e-12,3.908948962153757e-05,9.147948780222448e-12,4.485238119801777e-12,3.9256123785045295e-05,5.966809266867437e-12,2.8337437504401862e-12,3.5203941469354355e-05,3.3167727240690795e-12,1.7570616907146597e-12,3.984794518972106e-05,5.318607900580885e-12,2.0364455955409898e-12,3.550865374572438e-05
S005,7,28,1,3.6125863922796066e-11,9.453841534040219e-12,6.836245275991094e-05,2.467750725031332e-12,3.3426384720478254e-12,4.734887881006087e-05,2.5326980744851415e-12,3.556259614065866e-12,5.67673973133777e-05,1.9478482621566855e-12,2.6443503542637703e-12,5.428312161029107e-05,3.2865903433595764e-12,3.219864839298094e-12,5.0486178727311106e-05,5.887014023980669e-12,2.9608562369551843e-12,5.3547429260822005e-05,5.64774296406537e-12,5.397539320742476e-12,5.101921079694269e-05,2.850139815340999e-12,4.077530404321423e-12,4.7857344716042846e-05,1.1405779483142176e-12,3.4750981059002455e-12,4.9753204255041594e-05,1.9956560269373904e-12,2.7476014612445072e-12,4.7764290544388304e-05
S005,7,29,2,2.5866804280513848e-11,1.3646271275758069e-11,6.494701524518771e-05,4.6048506251479765e-12,4.703293370055454e-12,3.524674141187341e-05,7.2003437358906055e-12,3.548112542738775e-12,4.8385092805247975e-05,8.38946194194275e-12,2.90049781234321e-12,4.419287345212036e-05,1.0273541859629605e-11,3.044370639407307e-12,3.5646200152208254e-05,9.069574939380488e-12,4.018409623409589e-12,4.14524295772629e-05,3.942928371965779e-12,3.874460860732114e-12,3.980425289268514e-05,5.8026769041889374e-12,6.1548706581273686e-12,4.281414212850541e-05,5.683756891805312e-12,4.0701710941212715e-12,4.667947305658871e-05,6.175744927643535e-12,3.4480298576040045e-12,4.119260065939446e-05
S005,8,0,1,1.932818569852761e-11,6.892608810223095e-12,8.07300424746601e-05,1.5065654405372055e-11,3.05915305130455e-12,3.284023584037625e-05,1.810072966479612e-11,2.1055365414304957e-12,4.752272968655162e-05,1.8779322981966437e-11,2.1300941568857413e-12,4.361044380314437e-05,2.1781649091968532e-11,3.2424359533525204e-12,3.650873649912326e-05,2.4039728938412462e-11,3.5946378426617953e-12,4.086715191860589e-05,1.9777838051730038e-11,3.5308970527398364e-12,4.015329125313224e-05,1.1390992411591311e-11,2.7814709606158942e-12,3.920894723985049e-05,1.1975780293742408e-11,1.8438080975867483e-12,4.381915761581685e-05,1.8160419013166154e-11,1.824241827371115e-12,4.029086895532369e-05
S005,8,1,3,3.061518597510584e-11,7.453909881015277e-12,6.0898535071375396e-05,5.9368858620527306e-12,1.9566934148037773e-12,2.639525827230806e-05,3.2505479851908698e-12,1.930015993263169e-12,4.343657889943604e-05,3.801893734688792e-12,1.4137368188085381e-12,4.010192950412613e-05,3.0477627596333724e-12,2.385841845821092e-12,3.229122071911369e-05,7.731997883631201e-12,3.4181368645576215e-12,4.0054190735497166e-05,5.3014480195756156e-12,2.77883775929846e-12,4.320677447783761e-05,5.091353953961785e-12,3.5495503960938445e-12,3.606718830977892e-05,3.786909529367631e-12,1.8711357345366626e-12,4.0873777610825144e-05,4.150958404688202e-12,1.8003488892000848e-12,3.680344034387248e-05
S005,8,2,1,1.1150995440199536e-11,4.930891397215318e-12,6.84213010853515e-05,1.756226592470423e-12,2.6440619643553846e-12,3.354694214496295e-05,2.5678961768749246e-12,1.986307192607927e-12,4.6785468235800624e-05,2.613846727012901e-12,1.3786585280525413e-12,4.1813548544442814e-05,2.7607131113723396e-12,1.135764374709528e-12,3.4760365555582264e-05,6.054071461112943e-12,1.230982047028969e-12,4.103423480183669e-05,5.031546166326888e-12,2.7653015225367083e-12,4.194403513774766e-05,4.0450061674316845e-12,2.619614107334146e-12,3.933820035588609e-05,2.424687017866285e-12,1.844743459174026e-12,4.3419644128651844e-05,3.0271645554482655e-12,1.4745555577432185e-12,3.959906300776403e-05
S005,8,3,2,1.580381129333796e-11,8.486979030105337e-12,6.437035052693236e-05,9.253804363656572e-12,2.275151188392054e-12,2.6084476952563215e-05,8.89592056995701e-12,1.6661472420080715e-12,4.304203575389593e-05,9.439998567890084e-12,1.5920719204096919e-12,3.941306976158001e-05,1.1126558037139341e-11,2.194091948010559e-12,3.133113788985648e-05,5.409226042650421e-12,3.2509175327636174e-12,3.759599779605479e-05,5.4654227527977824e-12,1.995767601836366e-12,3.814524039403734e-05,8.428446206526295e-12,3.3799284787620805e-12,3.585245799368861e-05,8.616840352718708e-12,1.7054879047529552e-12,4.08222682471818e-05,1.154273170477142e-11,1.906882114515746e-12,3.6259551542672414e-05
S005,8,4,1,2.476529916926471e-11,1.0580920696081554e-11,6.664679370145345e-05,7.092574240292864e-12,3.442568652181251e-12,2.9691284643955488e-05,7.482145641998788e-12,3.046424504230946e-12,4.6120883317121046e-05,6.8481459656568756e-12,2.5373826817980394e-12,4.250209891277539e-05,7.927822330488793e-12,2.8361693258268204e-12,3.632206916913729e-05,8.807726826245883e-12,3.0915702465576488e-12,3.970797068008534e-05,3.4445317315258773e-12,2.6084954760880324e-12,3.827357100808863e-05,4.955507390317942e-12,3.176482275440877e-12,3.812790772215981e-05,6.182732540352584e-12,2.6427761973536735e-12,4.229582751368853e-05,5.1558585535392645e-12,2.587815026981075e-12,3.7912018975914954e-05
S005,8,5,3,1.2998596728134479e-11,6.910180686398599e-12,5.998267979807332e-05,2.2505354404997176e-12,1.6645399098217546e-12,2.8568439306696057e-05,1.6776647665325322e-12,1.38121370448024e-12,4.5016842893067935e-05,1.8986467559543073e-12,1.3043359469921659e-12,4.1571236686506907e-05,2.749511619272763e-12,3.0897267945513308e-12,3.392357127137242e-05,5.774507402435964e-12,2.6062255196359714e-12,4.2430561154322844e-05,3.561350801623886e-12,2.4056234144987704e-12,3.8174229585249836e-05,1.3756683925431175e-12,2.7776292824267694e-12,3.788822469680719e-05,2.128642363210654e-12,1.105208583657957e-12,4.293840000071682e-05,2.9774460810994167e-12,9.11261222414807e-13,3.9069932465625874e-05
S005,8,6,1,2.0374210800170093e-11,6.833613850714703e-12,5.961783373880573e-05,5.813394386981167e-12,2.3325509856946726e-12,2.9470075673408553e-05,7.033179435490329e-12,2.1625942087734596e-12,4.532335555267683e-05,7.38505785857464e-12,1.7280916544935857e-12,4.046292619509179e-05,7.325787448158917e-12,2.637683200800043e-12,3.295676513441981e-05,7.681512088665797e-12,2.8576283006075242e-12,4.243662601584188e-05,7.690819752249319e-12,2.3517032431635465e-12,4.271105702432532e-05,3.809293039381533e-12,2.7036735531772694e-12,3.746442365446013e-05,5.748543707692882e-12,2.2904763803223237e-12,4.1961672750124584e-05,7.41310382944304e-12,2.097076628532838e-12,3.78562330390522e-05
S005,8,7,2,2.1831339560187947e-11,4.5363053463114646e-12,6.265412707524502e-05,6.130200574297048e-12,2.1450068073320204e-12,2.6755031991784937e-05,9.3460549439641e-12,2.040658728302179e-12,4.326633492466288e-05,1.4885177722952076e-11,2.1132711603803285e-12,4.0145343272725806e-05,1.1623287727148828e-11,3.0203863575567846e-12,3.335870813373946e-05,7.720771560720545e-12,2.6320407817845267e-12,3.7622124456230166e-05,6.925182121017111e-12,2.6152653273597606e-12,3.770627612593345e-05,6.957860341152292e-12,2.5270178702243574e-12,3.6307353132122986e-05,6.620111519624975e-12,2.066564713454366e-12,4.103246900422116e-05,8.952842932739384e-12,2.0465763673404645e-12,3.73744156398489e-05
S005,8,8,1,4.164588273050941e-12,7.63025110847869e-12,6.173239645785988e-05,3.757646216000135e-12,3.7785876542752525e-12,2.9872535507319872e-05,3.870789036156654e-12,3.049679263972288e-12,4.5544506304514776e-05,5.193448147248399e-12,2.371419104240433e-12,4.162097975638775e-05,4.7900064930902745e-12,2.288571114932592e-12,3.403362731705351e-05,4.286210007479739e-12,3.0739538080353165e-12,4.0062809888151386e-05,6.253717015979814e-12,4.0333897384479775e-12,4.0462062500093025e-05,5.601128004499776e-12,6.469512045476441e-12,3.803325988454177e-05,4.106017050567713e-12,3.3438533575900187e-12,4.226375650927045e-05,4.5213460667808144e-12,2.8025469901557436e-12,3.73163912766091e-05
S005,8,9,2,1.587577600167584e-11,1.3091787158995584e-11,6.615379057127935e-05,5.745578372552221e-12,3.110363306971907e-12,2.834639097366264e-05,6.837435018666736e-12,2.5946093140345424e-12,4.429375403572806e-05,6.495319433747509e-12,1.9921477783743784e-12,4.130627064836314e-05,6.148366037262686e-12,1.8608710178507698e-12,3.369904803193344e-05,6.237344018810178e-12,1.5601517447381353e-12,3.968611988502303e-05,6.352247364689664e-12,2.6758891016026355e-12,4.460374301312995e-05,6.238697805141761e-12,3.806543206964958e-12,3.81911336390857e-05,4.957486792070697e-12,2.5427048814286454e-12,4.2118036967025956e-05,6.012892214702446e-12,1.9773114264606024e-12,3.858879774720902e-05
S005,8,10,1,2.548013587089137e-11,1.1653482907786089e-11,6.749855329319392e-05,1.206506895199959e-11,3.675905592114017e-12,3.214375657498475e-05,1.2657931886878734e-11,2.956182668600388e-12,4.641527436432811e-05,1.5720531767994668e-11,2.0815411893725054e-12,4.252555629785434e-05,1.4840393357953312e-11,3.0777658418780143e-12,3.637973365111144e-05,5.176760219156961e-12,2.849801934095711e-12,4.2396649607528385e-05,5.6104529753540255e-12,3.986308309688949e-12,4.014957839500351e-05,2.0869602207990837e-11,3.791279449450635e-12,4.01104788778954e-05,1.0105323028136186e-11,2.6622649495977273e-12,4.3701096027494876e-05,8.898863667969825e-12,1.8085121779268425e-12,3.935564755777032e-05
S005,8,11,3,1.2829043448186674e-11,4.539131997383575e-12,8.634481109529551e-05,3.9439969912318775e-12,1.845825807035711e-12,6.160529042940716e-05,4.24933331826611e-12,1.6738648771404198e-12,6.897416141840403e-05,6.118797328172152e-12,2.0137122167934066e-12,6.644105461400133e-05,7.624947406015664e-12,2.4756814779681145e-12,5.9673934876983013e-05,3.4856121205901807e-12,2.123888820227748e-12,6.398718115452939e-05,7.251453779313637e-12,3.666957662274655e-12,5.1575194042501996e-05,3.3590798706182783e-12,2.4362891600719957e-12,5.432197538862319e-05,2.807390516077949e-12,1.3154769871731914e-12,6.137077454651967e-05,4.466253301383024e-12,1.6793766213306061e-12,5.9548952108557854e-05
S005,8,12,1,1.4199800491827084e-11,7.705427736203437e-12,7.166213161575927e-05,2.7090372796743185e-12,3.0549958263040597e-12,3.500051782055836e-05,2.6942373136637043e-12,2.8751384583543838e-12,4.789929990568202e-05,4.502243185698569e-12,3.0419196518193476e-12,4.271194181607515e-05,4.826170934404913e-12,4.100060765158883e-12,3.534748569977166e-05,7.023221299862438e-12,4.197412710131259e-12,4.215350569445753e-05,4.753816136435106e-12,2.7813120296932487e-12,4.085751291077637e-05,4.200154701064888e-12,4.889017209496839e-12,4.130775925959633e-05,2.1505831852115577e-12,3.67774261882533e-12,4.420244665416808e-05,2.9172017947683007e-12,3.3975969348842475e-12,3.9658928149930365e-05
S005,8,13,3,2.5798188738455112e-11,1.2410707477874992e-11,6.492470621064423e-05,8.30481454922917e-12,3.357603699276824e-12,2.8794035089758182e-05,8.176294530818009e-12,2.721549426362018e-12,4.567410760965574e-05,7.291052002860416e-12,2.2801766486798874e-12,4.288113233317844e-05,7.70778483725679e-12,2.7550994692002966e-12,3.605064754185736e-05,2.117596485649024e-11,3.2540247791456263e-12,4.0811914771328015e-05,5.494862775718743e-12,2.630558183172424e-12,3.9570811811570816e-05,6.635680804598695e-12,3.7868414394845316e-12,3.712009243798035e-05,6.9139447370825644e-12,2.250936905409564e-12,4.25085606356229e-05,6.406439209446196e-12,2.096335910327695e-12,3.9045657727710075e-05
S005,8,14,1,9.97085390287118e-12,6.951500286281841e-12,6.341386222264196e-05,4.345167246957474e-12,2.5236387522963043e-12,2.953562724661459e-05,4.167676180845728e-12,1.9024667596893193e-12,4.4686941704504644e-05,4.8243443787315795e-12,1.3093374683554786e-12,4.0923791235477285e-05,5.591966474450199e-12,1.845546387934624e-12,3.343726888656552e-05,1.0311070996279954e-11,2.246801037462849e-12,4.564635193504748e-05,5.227467723829475e-12,2.5149867344196962e-12,3.9957894347888205e-05,4.151831827949323e-12,3.7297624966703015e-12,3.899285767796112e-05,3.038773043977432e-12,2.3388748878307637e-12,4.199842084854857e-05,2.8561346287711876e-12,1.817731213863002e-12,3.838791490246512e-05
S005,8,15,2,2.5241844073031375e-11,7.690256153924506e-12,6.020961047333075e-05,3.426506999630201e-12,2.1382351365133937e-12,2.575803719688328e-05,3.0110771582796903e-12,1.8827334100550326e-12,4.2313029037351347e-05,4.173992521821196e-12,2.2658314628072902e-12,3.9048697648395775e-05,4.4657951865931724e-12,2.4218970148594635e-12,3.0329015583204337e-05,7.389756985835007e-12,2.6424239032321155e-12,3.715490115798175e-05,3.6668214070659875e-12,1.824142149154929e-12,3.7527748489840733e-05,3.629195898977848e-12,4.8880338338183095e-12,3.58891203479032e-05,4.1082854516101085e-12,2.1600064246805037e-12,4.021031775337167e-05,5.095514055979899e-12,2.1863603144554164e-12,3.611740118845266e-05
S005,8,16,1,4.2017587810924843e-11,8.264569863021313e-12,6.488091100802782e-05,1.2967890824935502e-11,2.000529941948227e-12,2.9249482142883934e-05,1.3556439274409133e-11,1.6519755770775367e-12,4.493801033271621e-05,1.4218586926529125e-11,1.6309547418773513e-12,4.06595522916131e-05,1.0935253682737238e-11,2.389909127919818e-12,3.1885311528880455e-05,1.520720806238859e-11,2.234582097164877e-12,4.118772373752996e-05,1.0236933750448945e-11,4.079314624489669e-12,3.740435329637106e-05,1.51313602628041e-11,3.198517929973106e-12,3.806954049793172e-05,1.5372513693172556e-11,1.8226755253865416e-12,4.246677370505389e-05,1.4275179917616654e-11,1.8068603236271577e-12,3.774617016413404e-05
S005,8,17,2,1.919306495339533e-11,1.0102806097816412e-11,6.201129309776497e-05,5.078142511529886e-12,1.634797641460947e-12,3.3869450575148105e-05,4.343510435605679e-12,1.658697422087926e-12,4.878068894331858e-05,5.639078833483171e-12,1.683682348004859e-12,4.494004853000552e-05,5.666845822473731e-12,2.2624829229276835e-12,3.701266964316137e-05,5.50552197642317e-12,2.553586411775984e-12,4.3160750456240296e-05,8.269779510022042e-12,3.4175012198258603e-12,4.244451718013195e-05,4.9712195674302316e-12,1.5720173613592496e-12,4.012111616718014e-05,4.0316741275008876e-12,1.043392257638293e-12,4.5513024610610576e-05,5.6308880221645805e-12,1.3173581042268468e-12,4.251986999665872e-05
S005,8,18,1,3.280099053493182e-11,6.73872795760657e-12,6.476164431088238e-05,1.5995346768294114e-11,4.975945512771572e-12,2.772644929185749e-05,1.0616516690235114e-11,5.487939862397323e-12,4.3829465428756675e-05,8.22704408857252e-12,5.258088180803966e-12,4.0045782991428564e-05,5.882612510100962e-12,5.411823772763441e-12,3.1765303411580486e-05,1.3022982730055705e-11,3.4359922000827785e-12,3.7629721284545825e-05,6.720832103287762e-12,3.649228121973062e-12,3.768061655863007e-05,1.3265864366698135e-11,4.782061180483463e-12,3.741427911835295e-05,1.0895344965442915e-11,5.40509830992409e-12,4.1476736595042625e-05,9.428475922418414e-12,6.543620585319998e-12,3.779034955003394e-05
